;Локальная тема;Описание
15;Неудовлетворительное техническое/санитарное состояние;Неудовлетворительное состояние стекла
16;Неудовлетворительное техническое/санитарное состояние;Автобус 1015042 ПРОДОЛЖАЕТ ездить с выключенным кондиционером, какие беседы с водителем вы там провели?? В салоне +30 при положенной госконтрактом температуре ДО +25. Требую РЕАЛЬНОГО линейного контроля и штрафов перевозчику на основе приложенного фотоматериала!!
17;Неудовлетворительное техническое/санитарное состояние;Недостаточная яркость заднего электронного табло
18;Неудовлетворительное техническое/санитарное состояние;Не работает индикатор выхода 2 дверь
19;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер 
20;Неудовлетворительное техническое/санитарное состояние;21 августа я сел в автобус 247 маршрута, борт 040390, и заметил, что кондиционер не работает. В салоне очень жарко и душно, несмотря на открытые люки и форточки. Также обратил внимание, что в полуприцепе отсутствуют оба аварийных молотка. Приведите, пожалуйста, машину в порядок!
21;Неудовлетворительное техническое/санитарное состояние;21 августа я сел в автобус 247 маршрута, борт 040354, и заметил, что кондиционер не работает, а на табло показывается только одно значение температуры посреди строки без указания того, что это за температура: в салоне или на улице. Также обратил внимание, что в полуприцепе отсутствуют оба аварийных молотка. Приведите, пожалуйста, машину в порядок!
22;Неудовлетворительное техническое/санитарное состояние;21 августа я сел в автобус 706 маршрута, борт 040397, и обнаружил, что кондиционер не работает (несмотря на открытые окна, в салоне очень жарко и душно). Также напротив задней двери отсутствует аварийный молоток. Приведите, пожалуйста, машину в порядок!
23;Неудовлетворительное техническое/санитарное состояние;19 августа я сел в автобус 773 маршрута, борт 040281, и обнаружил, что над задней дверью отваливается индикатор остановки, а в одной из вентиляционных решеток напротив задней двери приклеена жвачка. Приведите, пожалуйста, в порядок!
24;Неудовлетворительное техническое/санитарное состояние;Сломана обязательная функция блокировки движения с открытыми дверями. Автобус отправляется от остановки с открытыми дверями.
25;Неудовлетворительное техническое/санитарное состояние;Неудовлетворительное санитарное состояние 
26;Неудовлетворительное техническое/санитарное состояние;В салоне ужасно воняет ГСМ.
27;Неудовлетворительное техническое/санитарное состояние;В салоне автобуса на задней площадке отсутствует аварийный молоток.
28;Неудовлетворительное техническое/санитарное состояние;Стеклопакет запотел.
29;Неудовлетворительное техническое/санитарное состояние;Не работает правый выносной габарит и оба фонаря подсветки госномера, повреждения на правом левом углу, сломан замок крышки капота, он открывается при езде машины. Необходимо исправить.
30;Неудовлетворительное техническое/санитарное состояние;Здравствуйте, салон автобуса находится в неудовлетворительном техническом состоянии двери открываются не ходу .В частности  автобус не притормозив у остановки заблаговременно открылись двери на ходу движения. Данная ситуация является смертельно опасной для пассажиров. В связи с этим требуется привести салон автобуса в удовлетворительное тех. сост
31;Неудовлетворительное техническое/санитарное состояние;Отвалилась крышка щитка предохранителей... Прошу закрепить ее на место. Спасибо.
32;Неудовлетворительное техническое/санитарное состояние;Вода в стеклопакетах третьей створки дверей, так же механизм закрытия двери работает некорректно из-за чего дверь закрывается не полностью . Прошу исправить выявленные недочёты. Спасибо.
33;Неудовлетворительное техническое/санитарное состояние;Электронное табло некорректно показывает температуру воздуха!
34;Неудовлетворительное техническое/санитарное состояние;Температура в автобусе +30 градусов.
35;Неудовлетворительное техническое/санитарное состояние;Сидения сломанны
36;Неудовлетворительное техническое/санитарное состояние;Сломаны сиденья
37;Неудовлетворительное техническое/санитарное состояние;Запотевший стеклопакет. Это нормально ? что арки троллейбуса гнутся и наезде на лежачий полицейский ? на ямах арки тоже прыгают. Троллейбус не должен гнуться ! И неисправен кондиционер. Приведите троллейбус в порядок.
38;Неудовлетворительное техническое/санитарное состояние;Неисправна выхлопная система. Дым не должен идти ! Да ещё и в таком количестве !!!
39;Неудовлетворительное техническое/санитарное состояние;Когда автобус едет, то в задней части из отверстий для кондиционера идёт горячий воздух вместо холодного и нагревается крышка панели, получается что у автобуса плохая обшивка. Кроме этого, неисправна выхлопная система, идёт чёрный дым из трубы почему вы не починили это при моём прошлом сообщении ? При движении автобуса горят лампочки у дверей.
40;Неудовлетворительное техническое/санитарное состояние;Кондиционер неисправен или отключён
41;Неудовлетворительное техническое/санитарное состояние;Отваливается подлокотник и отсутствует заглушка на USB розетку. Просьба заменить подлокотник и поставить крышку на розетку.
42;Неудовлетворительное техническое/санитарное состояние;Повреждена резинка подлокотника. Она вся равная с шершавыми концами. Просьба заменить резинку подлокотника. 
43;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, вентиляция. Форточки закрыты.
44;Неудовлетворительное техническое/санитарное состояние;В салоне автобуса удушливый запах выхлопных газов.
45;Неудовлетворительное техническое/санитарное состояние;Отсутствует аварийный молоток напротив задней двери.
46;Неудовлетворительное техническое/санитарное состояние;В салоне был удушливый запах газов. Не работал кондиционер.
47;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
48;Неудовлетворительное техническое/санитарное состояние;Не исправна климат система,оторван уплотнитель задней двери(в салоне +28)
49;Неудовлетворительное техническое/санитарное состояние;В автобусе работает обогреватель внизу и открыты все форточки.
50;Неудовлетворительное техническое/санитарное состояние;Левый верхний задний огонь неисправен. Прошу починить.
51;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице
52;Неудовлетворительное техническое/санитарное состояние;Информационное табло не показывает температуру в салоне и на улице.
53;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице.
54;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает, все форточки открыты
55;Неудовлетворительное техническое/санитарное состояние;Судя по табло, в салоне +29, на улице +22. Кондиционер не работает, открыто 2 люка на крыши. Форточки закрыт, жарко и душно
56;Неудовлетворительное техническое/санитарное состояние;Здравствуйте, салон автобуса находится в неудовлетворительном техническом состоянии не работает кондиционер, в салоне душно жарко. В связи с этим прошу привести салон автобуса в надлежащее удовлетворительное техническое состояние.
57;Неудовлетворительное техническое/санитарное состояние;
58;Неудовлетворительное техническое/санитарное состояние;"Не горит задний верхний левый красный габарит, не горят оба фонаря подсветки госномера, отсутствуют наклейки ""за рулём стажер"" около боковых поворотников и наклейки ""У"" спереди и сзади. Необходимо исправить."
59;Неудовлетворительное техническое/санитарное состояние;У автобуса не работают ВСЕ эму!!!
60;Неудовлетворительное техническое/санитарное состояние;Вода почти во всех стеклопакетах автобуса, так же печка по правой стороне держится лишь на паре резинок из за чего вот вот отвалится... Прошу исправить выявленные недочёты. спасибо.
61;Неудовлетворительное техническое/санитарное состояние;По всему кузову автобуса присутсвуют грязные следы, а так же кузовные повреждения, повреждена левая верхняя задняя вентиляционная решетка, грязная перегородка кабины водителя. Прошу исправить выявленные недочёты. Спасибо.
62;Неудовлетворительное техническое/санитарное состояние;Инвалидная спинка на накопительной площадке закреплена не на все крепления, сиденья все отваливаются, отсутствует ручка лючка АКБ. Прошу исправить выявленные недочёты. Спасибо.
63;Неудовлетворительное техническое/санитарное состояние;Стекло затёрто, не прозрачно, не видно, где едет автобус требуется замена стеклопакета. Проблемное стекло расположено пред гармошкой, в основной части салона.
64;Неудовлетворительное техническое/санитарное состояние;Отсутствуют заглушки на пластике. Пластик шатается и скрипит в дороге. Просьба восстановить все заглушки в данном ТС.
65;Неудовлетворительное техническое/санитарное состояние;Отсутствуют 3 заглушки возле выхода. Пластик не закреплён. Просьба восстановить все перечисленные заглушки в данном ТС.
66;Неудовлетворительное техническое/санитарное состояние;Ужасное состояние микроавтобуса. Заглушки отсутствуют и где то даже вообще дырки открытые как на первом фото. А так же, сзади отломана частица ручки кресла. Просьба провести ремонт в данном микроавтобусе и устранить все перечисленные проблемы.
67;Неудовлетворительное техническое/санитарное состояние;В электробусе отключен кондиционер и отсутствует вентиляция. Свежий воздух поступает только при открытие дверей, информационное табло на потолке не работает.
68;Неудовлетворительное техническое/санитарное состояние;Запах мотора в салоне, не работает кондиционер
69;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
70;Неудовлетворительное техническое/санитарное состояние;Не работает валидатор.
71;Неудовлетворительное техническое/санитарное состояние;Стеклопакет перед задней дверью разгерметезировался, внутрь попала грязь, вода. Стекло стало непрозрачным, в разводах, не видно, где проезжает автобус. Стеклопакет требует замены.
72;Неудовлетворительное техническое/санитарное состояние;Требуется полная замена стеклопакетов четвёртой и третьей двери.
73;Неудовлетворительное техническое/санитарное состояние;Автобус полностью неисправен. Почему он на линии ? Отсутствует поручень сзади у стекла, сломано крепление поручней у задней двери. Перегрет двигатель. И при торможении идёт дикое шипение по всему салону. Люди боятся и шарахаются от звука. Пожалуйста приведите автобус в нормальное состояние
74;Неудовлетворительное техническое/санитарное состояние;Запотевшие стеклопакеты и грязный салон. Нужно заменить стеклопакеты и отмыть салон
75;Неудовлетворительное техническое/санитарное состояние;Отвалилось крепление светильника, не горит свет в половине салонами левой стороны
76;Неудовлетворительное техническое/санитарное состояние;Сгнивший лист металла у третьей двери. Его необходимо ЗАМЕНИТЬ
77;Неудовлетворительное техническое/санитарное состояние;Конденсат в лобовом стекле. Нужно заменить
78;Неудовлетворительное техническое/санитарное состояние;При наличии кондиционера он не работает. Необходимо починить
79;Неудовлетворительное техническое/санитарное состояние;В троллейбусе не работает кондиционер. Прошу вас это исправить.
80;Неудовлетворительное техническое/санитарное состояние;"В троллейбусе очень громко ""воет"" задний мост. Прошу вас это исправить."
81;Неудовлетворительное техническое/санитарное состояние;Грязь около 1 и 2 двери, стёрта круглая наклейка Мосгортранс и все стикеры около всех аварийных кранов. Необходимо исправить.
82;Неудовлетворительное техническое/санитарное состояние;Оторван и гремит пластиковый держатель указателя маршрута. Необходимо закрепить его и убрать металлическую палку о которую он бьётся.
83;Неудовлетворительное техническое/санитарное состояние;Грязь около номеров со всех сторон, грязь слева за задним колесом, не закрыт технологический люк с левой стороны. Необходимо исправить.
84;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает. В салоне +30. Зато работает печка. Сколько ещё в таких условиях вы будете перевозить пассажиров. 
85;Неудовлетворительное техническое/санитарное состояние;На улице 22°С, а в салоне автобуса +28°С. Экономия на кондиционере и дизельном топливе? Прошу привести транспортное средство в порядок.
86;Неудовлетворительное техническое/санитарное состояние;Не полностью горит левый круглый передний габаритный огонь, на кузове автобуса присутсвуют множественные следы грязи и ржавчины, задний бампер не закреплен и вот вот отвалится... , на задней части автобуса множественные следы грязи в т.ч копоти от выхлопной системы. Прошу исправить выявленные недочёты. Спасибо.
87;Неудовлетворительное техническое/санитарное состояние;В автобусе не горел свет, в результате чего в салоне темно. Постоянная работа освещения салона ОБЯЗАТЕЛЬНА по госконтракту!!
88;Неудовлетворительное техническое/санитарное состояние;Грязь в задней части автобуса, грязная перегородка кабины водителя, неисправен кондиционер, температура +31, крепление бокового табло сломано, боковое табло держится на пластиковой стяжке.. Прошу исправить выявленные недочёты. Спасибо.
89;Неудовлетворительное техническое/санитарное состояние;Неисправна работоспособность электронных маршрутоуказателей, задний бампер весь облез и сыпется, на задней части автобуса присутсвуют грязные следы. Прошу исправить выявленные недочёты. Спасибо.
90;Неудовлетворительное техническое/санитарное состояние;У автобуса не работают ВСЕ эму!!!
91;Неудовлетворительное техническое/санитарное состояние;Не работает заднее электронное табло, на кузове имеются множественные следы грязи, правая часть заднего бампера вся в сколах и царапинах. Прошу исправить выявленные недочеты. Спасибо.
92;Неудовлетворительное техническое/санитарное состояние;Не работают все ЭМУ.
93;Неудовлетворительное техническое/санитарное состояние;Не работают все ЭМУ.
94;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер. 
95;Неудовлетворительное техническое/санитарное состояние;В Автобусе общественного городского транспорта 967 маршрута под бортовым номером 2158308 государственный регистрационный знак АО 940 99 плохое освящение .Прошу Вас принять меры что бы освящение исправили в 967 маршрута под бортовым номером 2158308 государственный регистрационный знак ЕР 230 77 фотки имеются этого автобуса как плохое освящение .
96;Неудовлетворительное техническое/санитарное состояние;Вода внутри стеклопакета с левой стороны в прицепе и не работают оба фонаря подсветки госномера. Необходимо исправить.
97;Неудовлетворительное техническое/санитарное состояние;Вода внутри стеклопакета с левой стороны. Необходимо исправить.
98;Неудовлетворительное техническое/санитарное состояние;Вода в двух стеклопакетах стёкол автобуса. Прошу произвести замену стеклопакетов. Спасибо.
99;Неудовлетворительное техническое/санитарное состояние;Табло сообщает, что температура в салоне +10 градусов.
100;Неудовлетворительное техническое/санитарное состояние;Грязь, пыль и ржавчина по всему салону автобуса
101;Неудовлетворительное техническое/санитарное состояние;Отсутствует аварийный молоточек в задней части автобуса, в районе накопительной площадки в стеклопакете форточки вода. Прошу вернуть на место аварийный молоточек, а так же произвести замену стеклопакета форточки. Спасибо.
102;Неудовлетворительное техническое/санитарное состояние;Неисправно заднее электронное табло, вместо 26 маршрута горит 14-й, табло небрежно перекрыто фанерой. Прошу восстановить работоспособность заднего электронного табло и продемонстрировать его работоспособность путем выставления маршрута 26. Спасибо.
103;Неудовлетворительное техническое/санитарное состояние;Неисправно боковое и переднее электронное табло, вместо них висит листочек, где ручкой написан номер маршрута.... Прошу восстановить работоспособность электронных маршрутоуказателей и по факту выполнения работ продемонстрировать работоспособность путем выставления маршрута 661 на табло. Спасибо.
104;Неудовлетворительное техническое/санитарное состояние;Мне интиресно я этим летом увижу что работает кондиционер в маршруте 720, как считаете
105;Неудовлетворительное техническое/санитарное состояние;В Автобусе общественного городского транспорта 895 маршрута под бортовым номером 010777 государственный регистрационный знак ЕР 230 77 плохое освящение .Прошу Вас принять меры что бы освящение исправили в 895 маршрута под бортовым номером 010777 государственный регистрационный знак ЕР 230 77 фотки имеются этого автобуса как плохое освящение .
106;Неудовлетворительное техническое/санитарное состояние;Температура в салоне +28 градусов!
107;Неудовлетворительное техническое/санитарное состояние;Сильно поврежден задний бампер, множество сколов и повреждений в т.ч левый задний катафот, вся задняя часть автобуса в грязи и саже, задние фонари все покрылись слоем грязи из за чего их почти не видно... Прошу исправить выявленные недочёты. Спасибо.
108;Неудовлетворительное техническое/санитарное состояние;Неисправно боковое электронное табло, вместо него горит маршрут 781, так же табло перекрыто пластиковым маршрутоуказателем. Прошу восстановить работоспособность бокового табло и по факту выполнения работ продемонстрировать работоспособность путем выставления маршрута 642. Спасибо.
109;Неудовлетворительное техническое/санитарное состояние;Автобус №449 маршрута очень громко работает, как будто он без глушителя,как такие машины выпускают на линию.
110;Неудовлетворительное техническое/санитарное состояние;Первое медиа-табло показывает разные цвета, по сравнению с другими. Поручень с правой стороне между первой и второй дверью не в заводском состоянию, также возле второй двери за сиденьями облезло лакокрасочное покрытие. (По медиа-табло просьба прислать первое и второе)
111;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер.
112;Неудовлетворительное техническое/санитарное состояние;Убрать щель
113;Неудовлетворительное техническое/санитарное состояние;В автобусе помимо кондиционера работало отопление салона. Прошу вас это исправить.
114;Неудовлетворительное техническое/санитарное состояние;Огромные щели в дверях во всем автобусе с указанным бортовым номером. Исправьте
115;Неудовлетворительное техническое/санитарное состояние;Здравствуйте! На борт общественного транспорта нанесены посторонние надписи. Прошу Вас обратить на это внимание и по возможности устранить. 
116;Неудовлетворительное техническое/санитарное состояние;Информационное табло не показывает температуру в салоне и на улице. В салоне автобуса сильно пахнет дизельным топливом.
117;Неудовлетворительное техническое/санитарное состояние;В троллейбусе не работало звуковое оповещение. На бегущей строке информация о остановках не выводилась, вместо этого на протяжении следования по маршруту выводилась надпись Конечная.
118;Неудовлетворительное техническое/санитарное состояние;3 дверь
119;Неудовлетворительное техническое/санитарное состояние;В автобусе т77 ужасно душно. Прошу проверить работу климат-контроля.
120;Неудовлетворительное техническое/санитарное состояние;На улице лето. А в автобусах на этом маршруте работает печка. При открытых окнах в салоне +29. Кондиционер не работает. Объясните зачем летом включать печку?очень душно и жарко в салоне 
121;Неудовлетворительное техническое/санитарное состояние;Очень грязная перегородка кабины водителя, не работает кондиционер, в салоне выше +30°, сломано сидение. Необходимо исправить.
122;Неудовлетворительное техническое/санитарное состояние;Вода в двух нижних стеклопакетах обоих створок 2 двери, вода внутри всех стеклопакетов всех створок в 1, 3 и 4 дверях. Вода внутри стеклопакета второй форточки с левой стороны. Грязь на поручне. Необходимо исправить.
123;Неудовлетворительное техническое/санитарное состояние;Видимо, сбой в работе системы информирования пассажиров: на большом экране сбоку никакой информации нет, на электронных табло внутри информация об остановках нет, аудиообъявлений не было. 
124;Неудовлетворительное техническое/санитарное состояние;Очень грязная перегородка кабины водителя, грязь на боковых панелях сверху слева, нет ручки-замка в двери кабины водителя и ручки у четырёх мест между 1 и 2 дверьми, отсутствует два молотка, отсутствует рейка на полу сзади. Номера в салоне нет. Необходимо исправить.
125;Неудовлетворительное техническое/санитарное состояние;Отсутствует серый придверный пластиковый экран у второй двери слева. Необходимо исправить.
126;Неудовлетворительное техническое/санитарное состояние;Не работает левая лампа подсветки госномера, сломан замок крышки двигателя. Необходимо исправить.
127;Неудовлетворительное техническое/санитарное состояние;В прицепе вода внутри одного стеклопакета с левой стороны и в двух стеклопакетах с правой стороны. Необходимо исправить.
128;Неудовлетворительное техническое/санитарное состояние;Перила не покрашены
129;Неудовлетворительное техническое/санитарное состояние;Не работает передний ЭМУ
130;Неудовлетворительное техническое/санитарное состояние;Вода внутри стеклопакета форточки с левой стороны, повреждена ручка на сидении. Необходимо исправить.
131;Неудовлетворительное техническое/санитарное состояние;Салон в неудовлетворительном состоянии. Окна разгерметизированы, в них много воды. Во всем салоне коррозия и шелушение краски. Отсутствует боковой указатель маршрута, двери неисправны. На полу лужи.
132;Неудовлетворительное техническое/санитарное состояние;Автобус на линии с выключенным кондиционером, температура в салоне выше предусмотренной госконтрактом (+30!).
133;Неудовлетворительное техническое/санитарное состояние;Здравствуйте. В автобусе не работает кондиционер. Просьба отремонтировать.
134;Неудовлетворительное техническое/санитарное состояние;Электробус 47, с бортовой номер 430310. Не работал кондиционер. В салоне былр очень жарко.
135;Неудовлетворительное техническое/санитарное состояние;Не открывается вторая дверь.страно что трамвай с подобными нарушениями на линии.
136;Неудовлетворительное техническое/санитарное состояние;Очень жарко в автобусе. Кондиционер не работает
137;Неудовлетворительное техническое/санитарное состояние;Автобус во время торможения издаёт очень громкое шипение, похожее на спуск воздуха. Слышно в квартире, даже при закрытых окнах. Это не норма для современного городского транспорта.
138;Неудовлетворительное техническое/санитарное состояние;Который раз не работает кондиционер, форточки/люки закрыты. Дышать нечем, автобус не проветривается, способствует распространению инфекций 
139;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Пожалуйста почините !
140;Неудовлетворительное техническое/санитарное состояние;Неудовлетворительное состояние стекла
141;Неудовлетворительное техническое/санитарное состояние;Повторно! От автобуса в момент набора скорости раздаётся аномальный свист и скрежет. Это не норма для современного городского транспорта.
142;Неудовлетворительное техническое/санитарное состояние;Автобус постоянно свистит, когда едет. Это не норма для современного городского транспорта. 
143;Неудовлетворительное техническое/санитарное состояние;Автобус еле едет, громко гудит и шипит, как трактор при движении. Почему? Это не норма для современного городского транспорта.
144;Неудовлетворительное техническое/санитарное состояние;Сломаны стоп-сигналы. Они горят всегда и не отключаются никогда. Дополнительно сообщаю, что я хотел сказать про это шофёру, но он не расслышал и начал ругаться, поэтому сообщаю сюда.
145;Неудовлетворительное техническое/санитарное состояние;В салоне поручни испачканы испорченной комкующейся несохнущей краской. Она линяет и пачкает руки и одежду пассажиров. Вот поручень покрыт этим с перерывами, вот эти перерывы и есть места линьки - бывшая там краска прилипла к рукам и одежде!!!
146;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает (из вентиляционных отверстий нет потока воздуха, в салоне душно, несмотря на открытые люки и форточки).
147;Неудовлетворительное техническое/санитарное состояние;Вода внутри стеклопакета с правой стороны перед третьей дверью. Необходимо исправить.
148;Неудовлетворительное техническое/санитарное состояние;Не работает бегущая строка в салоне. Необходимо исправить.
149;Неудовлетворительное техническое/санитарное состояние;Отсутствует молоток с левой стороны. Необходимо исправить.
150;Неудовлетворительное техническое/санитарное состояние;Информационное табло не показывает температуру в салоне и на улице. Не работает кондиционер при его наличии.
151;Неудовлетворительное техническое/санитарное состояние;Сломана обязательная функция блокировки движения с открытыми дверями. Электробус отправляется от остановки с открытыми дверями.
152;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает, в салоне нечем дышать.
153;Неудовлетворительное техническое/санитарное состояние;Здравствуйте. В салоне трамвая по маршруту 2 на валидаторах и на первом мониторе написано 14.08.2020., что соответствует действительности. На втором мониторе написано 11 февраля 21:10, хотя время сейчас 9 утра. Исправте пожалуйста и контролируйте.
154;Неудовлетворительное техническое/санитарное состояние;Информационное табло не показывает температуру в салоне и на улице.
155;Неудовлетворительное техническое/санитарное состояние;Валидатор не работает в задней части салона. 
156;Неудовлетворительное техническое/санитарное состояние;Отсутствует левый катафот на заднем бампере. Необходимо исправить.
157;Неудовлетворительное техническое/санитарное состояние;Не работает правая лампа габаритных огней сзади автобуса. Автобус грязный.
158;Неудовлетворительное техническое/санитарное состояние;У автобуса постоянно горят стоп сигналы во время движения. Двигатель неисправен. Датчики температуры на электронном табло показывают температуру в салоне якобы -47 градусов. В реальности же, кондиционер выключен. В салоне не работает автоинформатор.
159;Неудовлетворительное техническое/санитарное состояние;Либо водитель сильно дергает, либо машина сломана. Прошу провести ТО. Если машина в хорошем состоянии, проведите с водителем беседу об аккуратном вождении
160;Неудовлетворительное техническое/санитарное состояние;"Остановки не объявлялись по всему пути следования, на табло постоянно крутится ""Следующая метро Павелецкая"" см.на фото. Прошу принять меры."
161;Неудовлетворительное техническое/санитарное состояние;Не Работает валидатор
162;Неудовлетворительное техническое/санитарное состояние;От автобуса в момент набора скорости раздаётся аномальный свист и скрежет. Это не норма для современного городского транспорта.
163;Неудовлетворительное техническое/санитарное состояние;Грязные,немытые окна во всем салоне, конденсат между стекол.
164;Неудовлетворительное техническое/санитарное состояние;Второй оконный блок слева по ходу движения автобуса запотел изнутри.
165;Неудовлетворительное техническое/санитарное состояние;Настройте пожалуйста корректную работу табло на автобусе 151740. Автобус едет по маршруту т86 до Серебряного Бора, а на табло постоянно указана конечная Метро Сокол, что является совершенно неверным. Автобус уже проехал конечную метро Сокол и на табло должно быть Серебряный бор. Снято на остановке Песчаная Площадь. Исправьте пожалуйста
166;Неудовлетворительное техническое/санитарное состояние;Видимо, сбой в работе системы информирования пассажиров: на указателях «МИИТ», хотя трамвай уже следовал по Лесной в противоположном направлении (к Тверской Заставе), на электронном маршрутном табло внутри информация об остановках не обновлялась, аудиообъявлений не было. 
167;Неудовлетворительное техническое/санитарное состояние;Не работает заднее электронное табло у микроавтобуса. При том, что в тот момент табло горело и спереди и сбоку, сзади вот так вот было. Сзади, видимо, микролампочки табло, которые показывают номер маршрута, все перегорели. Пассажиры, бегущие сзади, даже не будут знать, маршрут какого автобуса стоит на остановке. Просьба починить данное табло.
168;Неудовлетворительное техническое/санитарное состояние;Здравствуйте, систематически салон автобуса находится в неудовлетворительном техническом состоянии отсутствует кондиционер, в салоне+18° душно сыро нет кислорода ,нет возможности открыть форточки т. к форточки заблокированы шурупами. В связи с систематическим отсутствием кондиционера прошу принять меры.
169;Неудовлетворительное техническое/санитарное состояние;В Автобусе общественного городского траннспорта 202 маршрута под бортовым номером 201207 пол автобуса не было освященние.Прошу Вас принять меры что бы освящение исправили 202 маршрута под бортовым номером 201207 фотки имеюся как пол атобуса негорят лампы .С Уважением Активный Гражданин г. Москвы !
170;Неудовлетворительное техническое/санитарное состояние;Здравствуйте, салон автобуса находится в неудовлетворительном техническом состоянии не работает кондиционер, форточки заблокированы шурупами. В салоне душно нет кислорода, форточки заблокированы. В связи с этим прошу привести салон автобуса в надлежащее удовлетворительное техническое состояние. .
171;Неудовлетворительное техническое/санитарное состояние;Неисправен левый верхний задний огонь.
172;Неудовлетворительное техническое/санитарное состояние;При следовании вагона передняя тележка издает ритмичный стук (ритм соответствует вращению колес: выше скорость — чаще стук — со стыками рельсов не связан). Проверьте, пожалуйста, на предмет наличия ползунов, а то не это не только шум и вибрация, но и вред путям и самому вагону. 
173;Неудовлетворительное техническое/санитарное состояние;Неисправен левый верхний задний огонь.
174;Неудовлетворительное техническое/санитарное состояние;Отсутствует кожух салонного табло. Прошу вернуть кожух салонного табло.
175;Неудовлетворительное техническое/санитарное состояние;Не работает левая противотуманная фара. Отсутствуют колпаки на всех колесах автобуса установленные заводом изготовителем. Вода в четвертом стеклопакете по правому борту автобуса. Необходимо исправить замечания и предоставить фотоотчёт с обоих сторон автобуса.
176;Неудовлетворительное техническое/санитарное состояние;Не работает правый выносной габаритный огонь. Бортовые номера сделаны из кусков и отваливаются. Необходимо заменить выносной габарит и заменить бортовые номера и предоставить фотоотчет.
177;Неудовлетворительное техническое/санитарное состояние;От автобуса в момент набора скорости раздаётся аномальный свист и скрежет. Это не норма для современного городского транспорта.
178;Неудовлетворительное техническое/санитарное состояние;Сломана обязательная функция блокировки движения с открытыми дверями. Автобус отправляется от остановки с открытыми дверями.
179;Неудовлетворительное техническое/санитарное состояние;Сломана обязательная функция блокировки движения с открытыми дверями. Автобус отправляется от остановки с открытыми дверями.
180;Неудовлетворительное техническое/санитарное состояние;Здравствуйте, салон автобуса находится в неудовлетворительном техническом состоянии т. к в салоне автобуса громко шумит свист гул непонятного происхождения, сильный громкий свист закладывает уши, невозможно находится в салоне автобуса . В связи с этим прошу привести салон автобуса в удовлетворительное техническое состояние устранить громкий свист.
